StoreName,GroceryChain,Cycle,ZoneName,Address,City,State,Country,PostalCode,Case Count,SingleAd,DoubleAd
STB05X-0116,Stater Bros.,A,05X,4059 Phelan Road,Phelan,CA,US,92371,19,3925.00,5495.00
STB05X-0019,Stater Bros.,B,05X,1045 N Garey Ave,Pomona,CA,US,91767,12,3000.00,4200.00
FFL05X-0358,Food 4 Less,B,05X,2090 S. Garey Avenue,Pomona,CA,US,91766,14,3300.00,4620.00
SAR07X-0630,Saars,B,07X,114 E Lauridsen Blvd,Port Angeles,WA,US,98362,10,2700.00,3780.00
SAF07X-1922,Safeway,C,07X,2709 E Hwy 101,Port Angeles,WA,US,98362,16,3550.00,4970.00
SAF07X-1492,Safeway,C,07X,110 East 3rd Street,Port Angeles,WA,US,98362,30,5100.00,7140.00
QFC07X-0870,Quality Food Center,A,07X,1890 Irondale Road,Port Hadlock,WA,US,98339,12,3000.00,4200.00
SAF07X-3317,Safeway,A,07X,3355 Bethel Rd SE,Port Orchard,WA,US,98366,11,2850.00,3990.00
ALB07X-0475,Albertsons,B,07X,1434 Olney Ave SE,Port Orchard,WA,US,98366,18,3800.00,5320.00
ALB07X-0419,Albertsons,C,07X,370 S W Sedgwick Rd,Port Orchard,WA,US,98367,19,3925.00,5495.00
FME07X-0655,Fred Meyer,A,07X,1900 SE Sedgwick Rd,Port Orchard,WA,US,98366-9500,30,5100.00,7140.00
SAF07X-4608,Safeway,A,07X,2611 Sims Way,Port Townsend,WA,US,98368,3,2400.00,2400.00
QFC07X-0106,Quality Food Center,A,07X,515 Sheridan St,Port Townsend,WA,US,98368,7,2400.00,2400.00
SAF07X-0538,Safeway,A,07X,442 W Sims Way,Port Townsend,WA,US,98368,20,4050.00,5670.00
ALB07Y-0596,Albertsons,A,07Y,18425 NW West Union Rd,Portland,OR,US,97229,7,2400.00,2400.00
QFC07Z-0206,Quality Food Center,A,07Z,6411 SE Milwaukie Ave,Portland,OR,US,97202,8,2400.00,3360.00
QFC07Y-0202,Quality Food Center,C,07Y,7525 Southwest Barnes Road,Portland,OR,US,97225,11,2850.00,3990.00
QFC07Z-0205,Quality Food Center,B,07Z,5544 East Burnside,Portland,OR,US,97215,12,3000.00,4200.00
ALB07Z-0564,Albertsons,B,07Z,451 NE 181st Ave,Portland,OR,US,97230,12,3000.00,4200.00
QFC07Y-0201,Quality Food Center,B,07Y,4756 Northwest Bethany Boulevard,Portland,OR,US,97229,13,3150.00,4410.00
SAF07Y-3136,Safeway,B,07Y,8145 Southwest Barbur Boulevard,Portland,OR,US,97219,13,3150.00,4410.00
ALB07Z-0575,Albertsons,C,07Z,5850 NE Prescott St,Portland,OR,US,97218,14,3300.00,4620.00
SAF07Y-2448,Safeway,A,07Y,1010 SW Jefferson St,Portland,OR,US,97201,16,3550.00,4970.00
SAF07Z-0382,Safeway,C,07Z,3527 Southeast 122nd Avenue,Portland,OR,US,97236,16,3550.00,4970.00
SAF07Y-2790,Safeway,A,07Y,1303 Northwest Lovejoy Street,Portland,OR,US,97209,17,3675.00,5145.00
SAF07Z-3134,Safeway,B,07Z,2800 SE Hawthorne Blvd,Portland,OR,US,97214,17,3675.00,5145.00
SAF07Z-1612,Safeway,C,07Z,1100 NE Broadway St,Portland,OR,US,97232,17,3675.00,5145.00
SAF07Z-0509,Safeway,C,07Z,5920 NE Martin Luther King Jr Blvd,Portland,OR,US,97211,18,3800.00,5320.00
SAF07Z-1627,Safeway,B,07Z,3930 Southeast Powell Boulevard,Portland,OR,US,97202,18,3800.00,5320.00
FME07Z-0075,Fred Meyer,A,07Z,14700 SE Division St,Portland,OR,US,97236-2335,20,4050.00,5670.00
FME07Z-0255,Fred Meyer,C,07Z,6850 N Lombard St,Portland,OR,US,97203-6247,20,4050.00,5670.00
SAF07Z-1951,Safeway,C,07Z,8330 North Ivanhoe Street,Portland,OR,US,97203,20,4050.00,5670.00
SAF07Y-1525,Safeway,C,07Y,13485 Northwest Cornell Road,Portland,OR,US,97225,22,4300.00,6020.00
FME07Z-0125,Fred Meyer,B,07Z,6615 NE Glisan St,Portland,OR,US,97213-5068,23,4400.00,6160.00
SAF07Z-1523,Safeway,C,07Z,4515 SE Woodstock Blvd,Portland,OR,US,97206,26,4700.00,6580.00
FME07Y-0360,Fred Meyer,C,07Y,100 Northwest 20Th Place,Portland,OR,US,97209-1099,28,4900.00,6860.00
SAF07Z-1447,Safeway,C,07Z,6901 NE Sandy Blvd,Portland,OR,US,97213,28,4900.00,6860.00
FME07Z-0600,Fred Meyer,C,07Z,3030 NE Weidler St,Portland,OR,US,97232-1857,31,5175.00,7245.00
FME07Y-0040,Fred Meyer,B,07Y,7555 SW Barbur Blvd,Portland,OR,US,97219-2836,33,5325.00,7455.00
FME07Z-0135,Fred Meyer,B,07Z,3805 SE Hawthorne Blvd,Portland,OR,US,97214-5239,34,5400.00,7560.00
FME07Y-0285,Fred Meyer,A,07Y,7700 SW Beaverton Hillsdale Hwy,Portland,OR,US,97225-2101,36,5550.00,7770.00
FME07Z-0150,Fred Meyer,B,07Z,7404 North Interstate Avenue,Portland,OR,US,97217,38,5700.00,7980.00
SAF07X-3148,Safeway,A,07X,19245 10Th Ave NE,Poulsbo,WA,US,98370,22,4300.00,6020.00
ALB07Z-3106,Albertsons,B,07Z,11012 Canyon Rd E,Puyallup,WA,US,98373,14,3300.00,4620.00
SAF07Z-0422,Safeway,B,07Z,611 South Meridian,Puyallup,WA,US,98371,17,3675.00,5145.00
SAF07Z-1798,Safeway,B,07Z,11501 Canyon Rd E,Puyallup,WA,US,98373,18,3800.00,5320.00
SAF07Z-2729,Safeway,B,07Z,708 Shaw Rd E,Puyallup,WA,US,98372,18,3800.00,5320.00
SAF07Z-3228,Safeway,B,07Z,5616 176Th St. East,Puyallup,WA,US,98375,20,4050.00,5670.00
FME07Z-0265,Fred Meyer,A,07Z,1100 N Meridian Ave,Puyallup,WA,US,98371-4488,32,5250.00,7350.00
SAF07Z-2640,Safeway,A,07Z,13308 E Meridian Ave,Puyallup,WA,US,98373,35,5475.00,7665.00
VON05X-1914,Vons,A,05X,6351 Haven Avenue,Rancho Cucamonga,CA,US,91737,8,2400.00,3360.00
ALB05X-6520,Albertsons,A,05X,11358 Kenyon Way,Rancho Cucamonga,CA,US,91737,12,3000.00,4200.00
RAL05X-0700,Ralphs,A,05X,12201 Highland Avenue,Rancho Cucamonga,CA,US,91730,13,3150.00,4410.00
RAL05X-0717,Ralphs,C,05X,7243 Haven Avenue,Rancho Cucamonga,CA,US,91701,14,3300.00,4620.00
FFL05X-0328,Food 4 Less,B,05X,12879 Foothill Blvd,Rancho Cucamonga,CA,US,91739,15,3425.00,4795.00
VON05X-2147,Vons,A,05X,8778 19th St,Rancho Cucamonga,CA,US,91701,15,3425.00,4795.00
ALB05X-3177,Albertsons,B,05X,8850 Foothill Blvd,Rancho Cucamonga,CA,US,91730,16,3550.00,4970.00
STB05X-0078,Stater Bros.,B,05X,9750 19th St.,Rancho Cucamonga,CA,US,91737,17,3675.00,5145.00
STB05X-0200,Stater Bros.,C,05X,7200 Day Creek Blvd,Rancho Cucamonga,CA,US,91739,19,3925.00,5495.00
RAL05X-0013,Ralphs,B,05X,7369 Milliken Avenue,Rancho Cucamonga,CA,US,91730,20,4050.00,5670.00
ALB05X-6586,Albertsons,B,05X,40101 Monterey Ave.,Rancho Mirage,CA,US,92270,25,4600.00,6440.00
FFL05X-0311,Food 4 Less,B,05X,2070 W. Redlands Boulevard,Redlands,CA,US,92373,7,2400.00,2400.00
VON05X-1734,Vons,B,05X,522 N Orange St,Redlands,CA,US,92374,12,3000.00,4200.00
STB05X-0112,Stater Bros.,B,05X,1536 Barton Road,Redlands,CA,US,92373,14,3300.00,4620.00
STB05X-0018,Stater Bros.,C,05X,11 E Colton Ave,Redlands,CA,US,92374,16,3550.00,4970.00
ALB05X-6519,Albertsons,B,05X,450 E Cypress Ave,Redlands,CA,US,92373,17,3675.00,5145.00
STB05X-0191,Stater Bros.,A,05X,1775 E Lugonia Ave,Redlands,CA,US,92374,25,4600.00,6440.00
QFC07X-0878,Quality Food Center,B,07X,23475 Ne Novelity Hill Road,Redmond,WA,US,98053,7,2400.00,2400.00
ALB07X-2072,Albertsons,A,07X,3925 236th Ave N E,Redmond,WA,US,98053,7,2400.00,2400.00
QFC07X-0820,Quality Food Center,B,07X,15800 Redmond Way,Redmond,WA,US,98052,10,2700.00,3780.00
SAF07X-0496,Safeway,A,07X,15000 NE 24Th Street,Redmond,WA,US,98052,13,3150.00,4410.00
SAF07X-0464,Safeway,A,07X,17246 Redmond Way,Redmond,WA,US,98052,15,3425.00,4795.00
QFC07X-0860,Quality Food Center,A,07X,8867 161St Avenue Northeast,Redmond,WA,US,98052,20,4050.00,5670.00
SAF07Z-1665,Safeway,C,07Z,1705 U.S. 97,Redmond,OR,US,97756,25,4600.00,6440.00
FME07Z-0650,Fred Meyer,A,07Z,944 SW Veterans Way,Redmond,OR,US,97756,29,5000.00,7000.00
SAF07Y-0284,Safeway,A,07Y,1499 U.S. 101,Reedsport,OR,US,97467,8,2400.00,3360.00
SAR07X-0490,Saars,A,07X,3208 NE Sunset Blvd,Renton,WA,US,98056,5,2400.00,2400.00
ALB07X-0453,Albertsons,B,07X,4621 N. E. Sunset Blvd,Renton,WA,US,98059,11,2850.00,3990.00
SAF07X-0366,Safeway,C,07X,2725 NE Sunset Boulevard,Renton,WA,US,98056,16,3550.00,4970.00
SAF07X-0519,Safeway,B,07X,17230 140th Ave SE,Renton,WA,US,98058,16,3550.00,4970.00
QFC07X-0871,Quality Food Center,C,07X,4800 Northeast 4th Street,Renton,WA,US,98059,17,3675.00,5145.00
FME07X-0459,Fred Meyer,A,07X,365 Renton Center Way SW,Renton,WA,US,98057-2324,20,4050.00,5670.00
SAF07X-1563,Safeway,C,07X,200 S 3rd St,Renton,WA,US,98057,20,4050.00,5670.00
SAF07X-3319,Safeway,B,07X,4300 NE 4th St,Renton,WA,US,98059,21,4175.00,5845.00
FME07X-0031,Fred Meyer,B,07X,17801 108th Ave SE,Renton,WA,US,98055-6423,22,4300.00,6020.00
FFL05X-0303,Food 4 Less,A,05X,1410 W. Foothill Boulevard,Rialto,CA,US,92376,11,2850.00,3990.00
STB05X-0012,Stater Bros.,C,05X,571 E Foothill Blvd,Rialto,CA,US,92376,11,2850.00,3990.00
STB05X-0043,Stater Bros.,C,05X,168 East Baseline Rd.,Rialto,CA,US,92376,15,3425.00,4795.00
ROS07Z-0042,Rosauers,C,07Z,101 S. 47th Avenue,Ridgefield,WA,US,98642,15,3425.00,4795.00
RAL05X-0098,Ralphs,B,05X,3350 La Sierra Ave,Riverside,CA,US,92503,11,2850.00,3990.00
FFL05X-0343,Food 4 Less,B,05X,4250 Van Buren Boulevard,Riverside,CA,US,92503,11,2850.00,3990.00
STB05X-0014,Stater Bros.,C,05X,5571 Mission Blvd,Riverside,CA,US,92509,11,2850.00,3990.00
STB05X-0115,Stater Bros.,B,05X,3420 La Sierra Avenue,Riverside,CA,US,92503,11,2850.00,3990.00
STB05X-0001,Stater Bros.,A,05X,9225 Magnolia Ave,Riverside,CA,US,92503,12,3000.00,4200.00
STB05X-0042,Stater Bros.,B,05X,6160 Arlington Avenue,Riverside,CA,US,92504,12,3000.00,4200.00
STB05X-0069,Stater Bros.,B,05X,9155 Jurupa Road,Riverside,CA,US,92509,12,3000.00,4200.00
STB05X-0090,Stater Bros.,C,05X,7770 Limonite Avenue,Riverside,CA,US,92509,12,3000.00,4200.00
RAL05X-0144,Ralphs,B,05X,6155 Magnolia Avenue,Riverside,CA,US,92504,14,3300.00,4620.00
RAL05X-0609,Ralphs,B,05X,5225 Canyon Crest,Riverside,CA,US,92507,14,3300.00,4620.00
FFL05X-0329,Food 4 Less,C,05X,3900 Chicago Avenue,Riverside,CA,US,92507,14,3300.00,4620.00
STB05X-0080,Stater Bros.,A,05X,17050 Van Buren Blvd.,Riverside,CA,US,92504,14,3300.00,4620.00
VON05X-2659,Vons,B,05X,3520 RIVERSIDE PLAZA DR,Riverside,CA,US,92506,14,3300.00,4620.00
ALB05X-6572,Albertsons,A,05X,2975 Van Buren Blvd,Riverside,CA,US,92503,16,3550.00,4970.00
STB05X-0207,Stater Bros.,A,05X,7200 Arlington Ave #102,Riverside,CA,US,92503,16,3550.00,4970.00
STB05X-0022,Stater Bros.,B,05X,4680 La Sierra Ave,Riverside,CA,US,92505,18,3800.00,5320.00
STB05X-0192,Stater Bros.,B,05X,2841 Mary St,Riverside,CA,US,92506,18,3800.00,5320.00
STB05X-0114,Stater Bros.,B,05X,2995 Iowa Avenue,Riverside,CA,US,92507,20,4050.00,5670.00
ALB05X-6514,Albertsons,A,05X,8938 Trautwein Rd,Riverside,CA,US,92508,20,4050.00,5670.00
STB05X-0201,Stater Bros.,C,05X,315 E. Alessandro Blvd,Riverside,CA,US,92508,22,4300.00,6020.00
SHM07Y-0004,Sherms Market,A,07Y,2553 NW Stewart Parkway,Roseburg,OR,US,97471,18,3800.00,5320.00
SAF07Y-1666,Safeway,B,07Y,1539 NE Stephens St.,Roseburg,OR,US,97470,20,4050.00,5670.00
FME07Y-0281,Fred Meyer,B,07Y,929 NW Garden Valley Blvd,Roseburg,OR,US,97471-1900,24,4500.00,6300.00
SAF07Y-0429,Safeway,C,07Y,3380 Lancaster Drive Northeast,Salem,OR,US,97305,17,3675.00,5145.00
SAF07Y-1629,Safeway,A,07Y,1265 Center Street Northeast,Salem,OR,US,97301,21,4175.00,5845.00
SAF07Y-0412,Safeway,C,07Y,1455 Edgewater St NW,Salem,OR,US,97304,23,4400.00,6160.00
SAF07Y-1935,Safeway,C,07Y,5660 Commercial St SE,Salem,OR,US,97306,24,4500.00,6300.00
FME07Y-0225,Fred Meyer,A,07Y,2855 Broadway St NE,Salem,OR,US,97303-6502,25,4600.00,6440.00
FME07Y-0355,Fred Meyer,B,07Y,3450 Commercial St SE,Salem,OR,US,97302-4682,27,4800.00,6720.00
FME07Y-0090,Fred Meyer,A,07Y,3740 Market St NE,Salem,OR,US,97301-1826,32,5250.00,7350.00
QFC07X-0824,Quality Food Center,C,07X,2902 228Th Avenue Se,Sammamish,WA,US,98075-9516,12,3000.00,4200.00
QFC07X-0840,Quality Food Center,C,07X,4570 Klahanie Drive Se,SAMMAMISH,WA,US,98029-5812,14,3300.00,4620.00
SAF07X-0555,Safeway,A,07X,630 228Th Avenue N E,Sammamish,WA,US,98074,16,3550.00,4970.00
FFL05X-0301,Food 4 Less,B,05X,555 W 2nd St Ste A,San Bernardino,CA,US,92401,9,2550.00,3570.00
STB05X-0002,Stater Bros.,A,05X,444 E Baseline St,San Bernardino,CA,US,92410,11,2850.00,3990.00
RAL05X-0753,Ralphs,C,05X,4444 University Parkway,San Bernardino,CA,US,92407,13,3150.00,4410.00
STB05X-0008,Stater Bros.,B,05X,1085 W Highland Avenue,San Bernardino,CA,US,92405,14,3300.00,4620.00
STB05X-0024,Stater Bros.,A,05X,1522 E Highland Ave,San Bernardino,CA,US,92404,16,3550.00,4970.00
STB05X-0107,Stater Bros.,B,05X,977 Kendall Dr,San Bernardino,CA,US,92407,18,3800.00,5320.00
STB05X-0036,Stater Bros.,B,05X,161 E 40th St,San Bernardino,CA,US,92404,20,4050.00,5670.00
SAF07Z-0782,Safeway,A,07Z,37601 U.S. 26,Sandy,OR,US,97055,14,3300.00,4620.00
FME07Z-0663,Fred Meyer,A,07Z,16625 362nd Avenue,Sandy,OR,US,97055,40,5850.00,8190.00
FME07Z-0462,Fred Meyer,A,07Z,51501 South Columbia River,Scappoose,OR,US,97056,26,4700.00,6580.00
SAF07Z-1260,Safeway,A,07Z,401 South Roosevelt,Seaside,OR,US,97138,17,3675.00,5145.00
ALB07X-0408,Albertsons,B,07X,2550 32nd Ave W,Seattle,WA,US,98199,6,2400.00,2400.00
QFC07X-0883,Quality Food Center,C,07X,4550 42nd Avenue Southwest,Seattle,WA,US,98116,7,2400.00,2400.00
SAF07X-0219,Safeway,C,07X,3900 South Othello Street,Seattle,WA,US,98118,10,2700.00,3780.00
QFC07X-0825,Quality Food Center,C,07X,2500 SW Barton,Seattle,WA,US,98126,12,3000.00,4200.00
QFC07X-0849,Quality Food Center,A,07X,2707 Rainier Avenue South,Seattle,WA,US,98144,12,3000.00,4200.00
QFC07X-0872,Quality Food Center,B,07X,9999 Holman Road Northwest,Seattle,WA,US,98117,12,3000.00,4200.00
SAF07X-1062,Safeway,B,07X,4754 42nd Avenue SW,Seattle,WA,US,98116,12,3000.00,4200.00
SAF07X-1885,Safeway,B,07X,516 1st Avenue West,Seattle,WA,US,98119,12,3000.00,4200.00
QFC07X-0891,Quality Food Center,A,07X,5700 24th Ave NW,Seattle,WA,US,98107,13,3150.00,4410.00
QFC07X-0805,Quality Food Center,B,07X,17847 First Avenue South,Seattle,WA,US,98148,13,3150.00,4410.00
QFC07X-0881,Quality Food Center,B,07X,500 Mercer Street,Seattle,WA,US,98109,13,3150.00,4410.00
SAF07X-3275,Safeway,B,07X,2100 Queen Anne Avenue N,Seattle,WA,US,98109,13,3150.00,4410.00
SAF07X-0423,Safeway,A,07X,7340 35th Avenue Northeast,Seattle,WA,US,98115,13,3150.00,4410.00
SAR07X-0530,Saars,A,07X,10616 16th Ave SW,Seattle,WA,US,98146,15,3425.00,4795.00
QFC07X-0807,Quality Food Center,C,07X,2746 Ne 45Th Street,Seattle,WA,US,98105,15,3425.00,4795.00
QFC07X-0866,Quality Food Center,A,07X,11100 Roosevelt Way Ne,Seattle,WA,US,98125,15,3425.00,4795.00
QFC07X-0811,Quality Food Center,B,07X,1600 West Dravus,Seattle,WA,US,98119,16,3550.00,4970.00
